
00: 0000000000000000000000000000111100000000000000010000000100000000000000000000000000000011 (8)
01: 0000000000000000000000000000111100000000000000100000000100000000000000000000000000001100 (8)
02: 0000000000000000000000000000111100000000000001000000000100000000000000000000000000000000 (6)
03: 0000000000000000000000000000111100000000000010000000000100000000000000000000000000000000 (6)
04: 0000000000000000000000000000111100000000000000000000000100000000111100000000000000000000 (9)
05: 0000000000000000000000000000111100000000000100000000000100000000000000000000000000110000 (8)
06: 0000000000000000000000000000111100000000001000000000000100000000000000000000000000000000 (6)
07: 1000001000000000000000000000111100000000000000000000000100000000000000000000000000000000 (7)
08: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
09: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
0a: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
0b: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
0c: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
0d: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
0e: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
0f: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
10: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
11: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
12: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
13: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
14: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
15: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
16: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
17: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
18: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
19: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
1a: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
1b: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
1c: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
1d: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
1e: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
1f: 1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000 (2)
20: 0000000000000000000000000011000000000000010000000000000000000001000000000000000000000000 (4)
21: 0000000000000000000000000011000000000000100000000000000000000000000000000000000000000000 (3)
22: 0000000000000000000000000011000000000001000000000000000000000010000000000000000000000000 (4)
23: 0000000000000000000000000011000000000010000000000000000000000100000000000000000000000000 (4)
24: 0000000000000000000000000011000000001000000000000000000000011000000000100100000000000000 (7)
25: 0000000000000000000000000011000000000100000000000000000000100000000000000000000001000000 (5)
26: 0000000000000000000000000011000000001000000000000000000000000000000000000000000000000000 (3)
27: 0000000000000000000000000011000000000000000000000000000011000000000011011011111110000000 (15)
28: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
29: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
2a: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
2b: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
2c: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
2d: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
2e: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
2f: 0000000000000011000100000000000000000000000000000000001000000000000000000000000000000000 (4)
30: 0000000000000000000000000000000000110000000000000000000000000000000000000000000000000000 (2)
31: 0000010000000000000000000000000010000000000000000000000000000000000000000000000000000000 (2)
32: 0000010000000000000000000000000010000000000000000000000000000000000000000000000000000000 (2)
33: 0000010000000000000000000000000010000000000000000000000000000000000000000000000000000000 (2)
34: 0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000 (1)
35: 0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000 (1)
36: 0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000 (1)
37: 0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000 (1)
38: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
39: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
3a: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
3b: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
3c: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
3d: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
3e: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
3f: 0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000 (1)
40: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
41: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
42: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
43: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
44: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
45: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
46: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
47: 0000100000000000000000001100000000000000000000000000010000000000000000000000000000000000 (4)
48: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
49: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
4a: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
4b: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
4c: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
4d: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
4e: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
4f: 0001000000000000001000010000000000000000000000000000000000000000000000000000000000000000 (3)
50: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
51: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
52: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
53: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
54: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
55: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
56: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
57: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
58: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
59: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
5a: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
5b: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
5c: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
5d: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
5e: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
5f: 0000000000011000010000000000000001000000000000000000000000000000000000000000000000000000 (4)
60: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
61: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
62: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
63: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
64: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
65: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
66: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
67: 0010000000000000000001100000000000000000000000000000100000000000000000000000000000000000 (4)
68: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
69: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
6a: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
6b: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
6c: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
6d: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
6e: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
6f: 0100000000000000100010000000000000000000000000000000000000000000000000000000000000000000 (3)
70: 0000000000000000000000000000000010000000000000000001000000000000000000000000000000000000 (2)
71: 0000000000000000000000000000000010000000000000000010000000000000000000000000000000000000 (2)
72: 0000000000000000000000000000000010000000000000000100000000000000000000000000000000000000 (2)
73: 0000000000000000000000000000000010000000000000001000000000000000000000000000000000000000 (2)
74: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
75: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
76: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
77: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
78: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
79: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
7a: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
7b: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
7c: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
7d: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
7e: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
7f: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 (0)
max_ones: 15

00: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
01: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
02: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
03: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
04: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
05: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
06: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
07: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
08: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
09: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
0a: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
0b: 1111110000010101000000000000000000010111111111110000000000001000000100000000000000000000 (23)
